@relation segment

@attribute original numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Gabor_1_1.0_1.0_0_2.0 numeric
@attribute Gabor_2_1.0_1.0_0_2.0 numeric
@attribute Gabor_1_1.0_0.5_0_2.0 numeric
@attribute Gabor_2_1.0_0.5_0_2.0 numeric
@attribute Gabor_1_1.0_0.25_0_2.0 numeric
@attribute Gabor_2_1.0_0.25_0_2.0 numeric
@attribute Gabor_1_1.0_1.0_2_2.0 numeric
@attribute Gabor_2_1.0_1.0_2_2.0 numeric
@attribute Gabor_1_1.0_0.5_2_2.0 numeric
@attribute Gabor_2_1.0_0.5_2_2.0 numeric
@attribute Gabor_1_1.0_0.25_2_2.0 numeric
@attribute Gabor_2_1.0_0.25_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_2.0 numeric
@attribute Gabor_2_2.0_1.0_0_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_3.0 numeric
@attribute Gabor_2_2.0_1.0_0_3.0 numeric
@attribute Gabor_1_2.0_2.0_0_2.0 numeric
@attribute Gabor_2_2.0_2.0_0_2.0 numeric
@attribute Gabor_1_2.0_2.0_0_3.0 numeric
@attribute Gabor_2_2.0_2.0_0_3.0 numeric
@attribute Gabor_1_4.0_1.0_0_2.0 numeric
@attribute Gabor_2_4.0_1.0_0_2.0 numeric
@attribute Gabor_1_4.0_1.0_0_3.0 numeric
@attribute Gabor_2_4.0_1.0_0_3.0 numeric
@attribute Gabor_1_4.0_2.0_0_2.0 numeric
@attribute Gabor_2_4.0_2.0_0_2.0 numeric
@attribute Gabor_1_4.0_2.0_0_3.0 numeric
@attribute Gabor_2_4.0_2.0_0_3.0 numeric
@attribute Gabor_1_2.0_1.0_2_2.0 numeric
@attribute Gabor_2_2.0_1.0_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_2_3.0 numeric
@attribute Gabor_2_2.0_1.0_2_3.0 numeric
@attribute Gabor_1_2.0_2.0_2_2.0 numeric
@attribute Gabor_2_2.0_2.0_2_2.0 numeric
@attribute Gabor_1_2.0_2.0_2_3.0 numeric
@attribute Gabor_2_2.0_2.0_2_3.0 numeric
@attribute Gabor_1_4.0_1.0_2_2.0 numeric
@attribute Gabor_2_4.0_1.0_2_2.0 numeric
@attribute Gabor_1_4.0_1.0_2_3.0 numeric
@attribute Gabor_2_4.0_1.0_2_3.0 numeric
@attribute Gabor_1_4.0_2.0_2_2.0 numeric
@attribute Gabor_2_4.0_2.0_2_2.0 numeric
@attribute Gabor_1_4.0_2.0_2_3.0 numeric
@attribute Gabor_2_4.0_2.0_2_3.0 numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Variance_8.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Variance_16.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {cytosol,membrane}

@data
92,234,239,244,249,254,108.065216,108.065216,108.065216,0.994054,0.935697,1.11618,0.959565,1.261824,0.991266,1.130445,-1.600411,1.211945,-1.517719,1.195377,-1.341957,1.140796,0.637378,1.052256,0.185216,1.054481,0.646376,0.855071,0.20335,0.975395,0.305254,0.759028,-0.652816,0.75718,0.245216,0.621281,-0.51802,1.2505,-1.435596,0.900917,-1.272695,1.328798,-1.45054,1.008457,-1.212457,1.024613,-1.125714,1.03436,-1.104138,1.133507,-1.270156,1.080246,-1.160781,129.522202,235.490982,-220,-7056,85.734512,-305.734528,-0.326086,3708601600,76624,92.266365,124.934532,230.334106,-204.07489,-9275.223633,96.390717,-300.465607,-0.323229,3279561216,78747.46875,176.617279,0.603451,4.217859,-1.931518,46.190636,92.739265,99.270828,193.754532,-108.035645,-15811.810547,139.526672,-247.562317,-0.293756,874431424,74918.9375,249.45578,0.030895,-0.030059,0.010899,0.014301,91.418816,64.078239,109.217728,15.748154,-6561.213867,122.967209,-107.219055,-0.242716,6570344,26492.859375,309.582642,-0.001775,-0.001104,0.000034,-0.000037,93.255058,28.844074,42.849014,32.79686,-415.050873,53.383816,-20.586956,-0.162455,2942759.75,2735.837402,257.320801,-0.000546,-0.00001,-0.000001,0,97.265648,10.17803,9.540143,4.484665,-35.561642,11.252294,-6.767629,-0.036943,3265.395752,162.358795,207.025391,0.000033,0,0,0,95.296791,105.833336,86.815788,952.967896,6.943534,92.263885,membrane
100,246,253,255,255,255,108.58696,108.58696,108.58696,1.273973,0.945768,1.199778,0.985203,1.311418,1.017866,0.998283,-1.299585,1.005673,-1.277288,1.016125,-1.223607,1.271413,0.65954,1.302482,-0.074538,1.205764,0.715281,1.14465,0.056029,1.075503,0.362244,0.862843,-0.529699,0.868199,0.317504,0.822135,-0.493393,1.037386,-1.22198,0.761406,-0.987844,1.055292,-1.204766,0.858669,-0.923917,0.9115,-1.175617,0.889387,-1.081488,0.95113,-1.273464,0.8962,-0.984402,108.67382,381.684418,-298,-46680,222.16304,-520.163025,-0.40752,24467634176,275524,99.155396,104.376938,361.222168,-276.415649,-43696.648438,216.187561,-492.60321,-0.407983,19192492032,251192.1875,130.888885,1.451045,-1.528233,10.799124,-10.294554,95.859169,83.79525,250.344833,-158.577789,-27876.4375,182.104156,-340.681946,-0.409479,3436392704,136652.65625,195.201813,0.077865,-0.04828,0.029644,-0.009021,93.521019,58.726761,113.255905,-15.399445,-8656.539063,124.329254,-139.728699,-0.413686,8267584,34863.300781,279.016327,-0.000571,-0.001689,0.000063,-0.000042,94.240509,28.477053,38.284618,23.523102,-601.57843,50.230045,-26.706942,-0.338779,1637681.75,2959.649902,252.592514,-0.00051,-0.000016,-0.000001,0,97.268951,10.048983,8.60488,2.829086,-34.158031,9.918538,-7.089452,-0.126793,1157.626343,144.635864,206.331131,0.000033,0,0,0,96.152489,106.138885,87.166664,961.524902,7.262144,93.083328,membrane
101,253,255,255,255,255,107.54348,107.54348,107.54348,1.364069,0.943263,1.281665,1.04743,1.362929,1.069133,0.575274,-0.658411,0.794874,-0.942678,0.857453,-1.068091,1.395247,0.726938,1.351482,-0.007498,1.288977,0.764096,1.152612,-0.060949,1.219888,0.431319,0.939111,-0.457634,1.051404,0.437414,0.987517,-0.454295,0.79631,-0.918669,0.651583,-0.66931,0.66012,-0.934878,0.449166,-0.484121,0.773366,-1.140057,0.72048,-0.989102,0.723267,-1.176907,0.667411,-0.79534,63.953106,403.548004,-258,-72124,292.343079,-550.343079,-0.412878,23634212864,355060,100.681709,64.309937,380.050049,-244.528519,-63999.085938,275.09613,-519.624634,-0.417315,18882443264,315790.5625,79.777779,1.049884,-4.769352,0.299849,-48.931534,98.90493,63.168781,256.715454,-168.605743,-30633.074219,190.433548,-359.039307,-0.45866,4291481088,150960.203125,144.408157,0.09132,-0.055178,0.03744,-0.026847,96.444534,50.558151,113.433685,-48.681625,-8968.646484,113.942383,-162.624008,-0.540181,90635632,38244.484375,230.541702,0.000579,-0.002092,0.000073,-0.000042,95.757263,27.43812,33.104343,10.096451,-783.077515,45.261707,-35.165257,-0.499779,329693.84375,3234.248291,240.399429,-0.000442,-0.00002,0,0,97.388222,9.868929,7.557357,0.531342,-31.382715,8.197039,-7.665697,-0.224661,35.520061,125.813187,204.451065,0.000034,0,0,0,97.266525,106.166664,88.75,972.665222,7.255285,96.731728,membrane
90,240,249,254,255,255,104.289474,104.289474,104.289474,0.93711,0.797508,1.067884,0.903407,1.230273,0.992562,0.747884,-1.547325,0.797343,-1.515031,0.65627,-1.300217,1.052471,0.52652,0.783866,-0.152059,0.932241,0.490682,0.52651,-0.139237,1.001365,0.318657,0.703788,-0.558787,0.758182,0.218908,0.62575,-0.639527,0.773126,-1.392763,0.591177,-1.263405,0.854023,-1.429848,0.677022,-1.171611,0.683916,-1.313044,0.494645,-1.211781,0.720985,-1.415266,0.64052,-1.192416,118.431412,161.403229,58,-22744,246.186554,-188.186554,-0.693724,317359744,94340,89.849876,113.844254,157.533524,57.21743,-21672.953125,240.700256,-183.482834,-0.697466,294532640,89965.648438,144.024689,0.337613,0.658713,3.185581,16.568811,89.507446,90.691711,132.790192,50.925278,-15409.962891,204.673737,-153.748459,-0.719391,166581440,64233.238281,204.122452,0.054094,-0.032215,0.018306,-0.011971,90.171295,60.919411,85.570717,47.612091,-5493.961426,133.903168,-86.291084,-0.712418,54956176,24242.755859,266.770081,-0.002658,-0.001935,0.000056,-0.000032,92.653389,29.271927,34.509949,32.587631,-297.559845,49.851177,-17.263546,-0.571497,2391724.75,2252.193115,250.986221,-0.000544,-0.000018,-0.000001,0,96.124565,10.412771,7.301509,2.706436,-24.9788,8.675786,-5.969349,-0.197511,785.511108,107.23999,238.448074,0.000034,0,0,0,95.003799,103.916664,87.583336,950.037964,6.522764,95.026321,membrane
102,254,255,255,255,255,104.763161,104.763161,104.763161,1.277795,0.987661,1.229915,1.016892,1.328362,1.047289,0.595191,-1.17365,0.537912,-1.21056,0.472471,-1.217021,1.287326,0.657707,1.219646,-0.088593,1.213475,0.693803,0.986025,0.042568,1.226349,0.425142,0.964232,-0.410985,1.038744,0.425639,0.987384,-0.412119,0.5309,-1.117337,0.364584,-0.917535,0.563956,-1.156189,0.465362,-0.847855,0.539903,-1.24261,0.332275,-1.032195,0.496115,-1.300776,0.420624,-0.90692,92.617493,247.717575,-196,-31876,190.027771,-386.027771,-0.721394,6373982720,165920,100.922852,89.582375,234.097229,-178.131668,-30490.34375,188.145523,-366.277191,-0.727495,4876792320,153692.265625,102.666664,2.142242,-1.527283,15.809814,-8.851442,96.883232,73.77037,167.550278,-95.874664,-21148.941406,168.612564,-264.487244,-0.767452,862092160,93787.71875,149.36055,0.088311,-0.057776,0.037585,-0.025836,95.089569,52.664841,89.375984,-23.587067,-7549.415039,112.210526,-135.797592,-0.811782,17109986,30754.011719,220.711609,0.000398,-0.002173,0.000084,-0.000032,94.93412,28.125694,27.447325,11.362915,-647.245728,42.546745,-31.18383,-0.726856,350949.625,2718.098877,243.248688,-0.000428,-0.00002,0,0,96.371262,10.232403,5.990952,-0.30101,-21.497992,6.410081,-6.711091,-0.30827,7.799692,86.082573,241.777863,0.000035,0,0,0,97.021935,105.315788,88.815788,970.21936,6.709713,97.868423,membrane
101,246,251,255,255,255,104.804344,104.804344,104.804344,1.253498,0.99734,1.237176,1.064728,1.322623,1.068758,0.109603,-1.362008,0.108662,-1.25549,0.043914,-1.141614,1.311423,0.724817,1.168625,0.086697,1.220564,0.754721,0.993278,0.015458,1.284981,0.492819,1.149823,-0.212735,1.120997,0.50614,1.08778,-0.191603,0.137782,-1.126919,-0.065067,-1.041652,0.256865,-1.201589,0.197994,-1.107051,0.274076,-1.203666,-0.026186,-0.888256,0.247022,-1.282622,0.103226,-0.752926,94.667839,222.854218,-176,-24832,167.248901,-343.248901,-0.897136,4036296704,130304,100.384712,90.967529,212.806992,-164.193649,-23174.777344,162.50354,-326.697174,-0.91252,3225944576,119658.671875,95.061729,1.039584,-1.862604,6.955682,-13.582695,98.017113,71.298607,162.635025,-103.491211,-15219.113281,137.445938,-240.937149,-1.003628,766726336,71586.882813,134.725616,0.092849,-0.058203,0.022965,-0.034586,96.314003,49.299046,93.700394,-45.027908,-5500.312988,87.096184,-132.1241,-1.071268,48718624,24028.765625,198.922134,0.003486,-0.001809,0.000119,-0.000017,95.143242,27.700508,25.728827,1.749512,-583.240112,35.050926,-33.301414,-0.970486,7150.073242,2336.02124,237.922897,-0.000335,-0.000017,0,0,95.437149,10.499717,4.384844,-2.050125,-10.767092,3.836592,-5.886717,-0.418188,198.68222,47.271378,269.632904,0.000035,0,0,0,97.197662,104.815788,89.868423,971.976624,6.044856,97.426895,membrane
90,233,240,247,254,255,102.804344,102.804344,105.021736,0.989976,0.782523,1.131264,0.979513,1.250567,1.005766,0.18088,-1.536581,0.038236,-1.477472,0.006231,-1.305752,1.159564,0.662203,0.768412,-0.214908,1.007694,0.604824,0.360401,-0.167243,1.176578,0.439221,1.131657,-0.312005,0.986863,0.417431,0.958268,-0.175221,-0.046434,-1.323711,-0.090156,-1.362334,0.036741,-1.343234,-0.028703,-1.352762,0.10431,-1.349716,-0.160789,-0.979377,0.118468,-1.425335,-0.05914,-0.938039,101.636604,192.028641,138,-9136,235.715332,-97.715324,-1.481249,1058617856,55588,90.541016,98.060623,181.633652,121.634499,-9365.115234,222.457932,-100.823433,-1.468967,773116352,52255.417969,119.111115,-0.543302,2.274585,-5.809323,31.407291,92.650322,77.976334,132.708328,35.780212,-8643.378906,151.781372,-116.00116,-1.404501,45900808,35853.742188,151.392288,0.042856,-0.010035,-0.007131,-0.00501,93.272385,53.106613,84.743401,-17.791519,-3931.958984,80.670906,-98.462425,-1.309539,5078656.5,16044.374023,213.191757,0.002627,-0.001209,0.0001,-0.000001,93.095749,28.743597,24.710308,10.539383,-373.936707,33.614227,-23.074844,-1.11841,178483.90625,1606.825439,240.572678,-0.000363,-0.000012,0,0,94.146667,10.906977,3.311695,-0.592529,-7.036981,3.478587,-4.071116,-0.385354,10.005746,28.499012,289.224823,0.000035,0,0,0,95.405556,101.684212,88.5,954.055542,5.089157,94.444443,membrane
102,247,252,255,255,255,107.236839,107.236839,107.236839,1.382244,0.986177,1.310784,1.126192,1.36225,1.083971,0.182273,-0.92668,0.056227,-0.893494,0.031479,-1.040908,1.430364,0.86298,1.556414,0.048774,1.359539,0.907229,1.408594,0.111149,1.403049,0.553811,1.150729,-0.199984,1.276075,0.609882,1.107289,0.030012,-0.016676,-0.834989,-0.010495,-0.772256,0.050735,-0.940931,0.075249,-0.665224,0.08244,-1.039053,-0.092333,-0.63522,0.092885,-1.116447,-0.01567,-0.482473,69.641945,361.113556,-262,-33124,186.127731,-448.127747,-1.419088,13807053824,201140,102.069313,67.060272,340.411133,-252.604431,-28087.919922,170.48111,-423.085541,-1.415666,11240637440,176160.6875,56.098766,0.394804,-1.329599,-2.921549,-19.3915,101.71357,54.439163,227.32753,-191.370117,-8709.21875,93.337944,-284.708069,-1.384677,2617022976,71459.390625,94.344673,0.11739,-0.027601,0.021625,-0.015417,99.010017,40.527084,109.684509,-91.483765,-2308.208008,48.07206,-139.555817,-1.328496,147316992,17602.111328,144.030167,0.008277,-0.001241,0.000138,0.000001,96.109863,25.774847,31.489866,-14.424576,-519.078125,26.584021,-41.008595,-1.205234,475307.4375,2284.380859,231.403427,-0.000181,-0.000011,0,0,94.553352,10.66671,3.916248,-4.442657,-0.018678,0.926045,-5.368702,-0.621168,391.031891,19.811918,293.933167,0.000035,0,0,0,97.397949,103.842102,89.131577,973.979492,5.577162,97.777779,membrane
101,251,255,255,255,255,106.815788,106.815788,106.815788,1.337976,0.97959,1.264852,1.080493,1.31317,1.05852,0.013376,-0.970467,-0.101441,-0.989728,-0.010003,-0.991554,1.383716,0.811132,1.612605,-0.033056,1.284267,0.832338,1.417909,0.026832,1.328394,0.481503,1.199388,-0.218117,1.199719,0.559923,1.124757,-0.035791,-0.064911,-0.928207,0.143859,-0.7458,-0.058894,-0.914577,0.08077,-0.778087,-0.054126,-1.153487,-0.059569,-0.703522,-0.013949,-1.182277,-0.043403,-0.461898,62.032249,360.549591,-248,-34584,192.101242,-440.101257,1.512503,12290959360,199840,100.828629,60.652428,340.273376,-237.205124,-30041.53125,178.409531,-415.614655,1.514168,9927191552,176432.375,44,-0.207036,1.592198,-4.036572,24.375957,99.453659,53.321026,225.378647,-169.454742,-11120.186523,106.578209,-276.032959,1.524011,2101806464,73195.648438,94.530609,0.066887,0.017778,-0.000619,0.006768,97.027321,41.592861,108.461235,-80.955734,-2614.183838,51.746223,-132.701965,-1.537919,111484376,17010.566406,142.92952,0.007181,-0.000657,0.000081,0.000014,94.557373,26.454199,29.96236,-11.507141,-423.684723,24.471859,-35.979,-1.35198,241941.203125,1827.153198,230.25383,-0.000183,-0.000005,0,0,93.25528,11.020119,2.686098,-3.22821,0.682931,0.346713,-3.574924,-0.681354,80.136154,7.689619,308.98822,0.000035,0,0,0,95.846642,101.333336,87.973686,958.466431,4.822744,96.141083,membrane
103,255,255,255,255,255,106.763161,106.763161,106.763161,1.325024,1.059399,1.228256,1.057148,1.276379,1.033807,-0.02743,-0.897552,-0.028344,-1.000883,0.01191,-1.078402,1.340853,0.771834,1.605009,0.074101,1.267976,0.813643,1.389562,0.288853,1.265362,0.483114,1.235564,-0.223276,1.142943,0.528749,1.147421,-0.13359,-0.026642,-0.908751,0.006536,-0.807872,-0.070986,-0.796476,0.048352,-0.734194,-0.066087,-1.22319,0.059887,-0.591816,-0.147958,-1.171569,-0.062123,-0.420828,54.918121,354.045197,-408,19100,8.207446,-416.207458,1.386731,14992413696,90064,102.24884,54.038479,331.706085,-375.910675,14272.060547,17.252579,-393.163269,1.386414,11901112320,84220.578125,42.395061,0.47094,-0.580302,5.470943,-19.24271,98.568726,48.34761,212.360855,-205.157227,-2317.659668,57.671387,-262.828613,1.388782,2161721344,51360.125,74.317459,0.02561,0.040284,-0.007265,0.020074,95.436035,39.608921,106.129112,-72.380203,-3085.357422,57.565762,-129.945969,1.479084,92101448,17580.324219,131.1819,0.004735,-0.000095,0.000006,0.000018,93.226402,26.400291,27.084023,-12.008026,-296.469269,19.784256,-31.792282,-1.518773,191786.328125,1330.069702,227.044281,-0.000173,0.000002,0,0,91.927635,11.223326,1.570412,-2.024918,0.630621,-0.124257,-1.900661,-0.903487,6.469465,1.577806,322.740479,0.000034,0,0,0,94.378067,99.552635,89.289474,943.780701,4.142813,93.328949,membrane
99,255,255,255,255,255,106.394737,106.394737,106.394737,1.283454,0.968576,1.196167,1.028772,1.239829,1.016004,0.088731,-0.821159,0.025038,-0.948998,-0.026492,-1.16144,1.293408,0.755533,1.517786,0.195672,1.196236,0.773625,1.262036,0.184558,1.232566,0.549055,1.243651,-0.244381,1.098732,0.546221,1.147204,-0.198046,0.00643,-0.825634,0.228062,-0.768992,-0.028058,-0.673554,0.238369,-0.69397,0.089276,-1.247976,0.181008,-0.585896,-0.022894,-1.108477,0.017006,-0.339837,54.625999,330.321045,-296,-11716,111.30677,-407.306763,1.44963,11782599680,134480,98.707458,52.666687,310.270416,-276.606964,-10807.913086,106.383118,-382.990082,1.444853,9161710592,119743.0625,35.333332,-0.149007,-0.357065,-3.597118,2.490726,96.696732,43.209743,199.310837,-164.083313,-7022.270508,83.808304,-247.891617,1.418115,1481117696,55012.417969,59.555557,0.008062,0.023181,0.000545,0.014227,94.272667,36.498077,101.643532,-63.290375,-3296.983154,61.073753,-124.364128,1.444557,68871928,17193.603516,122.49369,0.001784,0.000345,-0.000055,0.00001,92.09861,25.769541,23.771175,-16.483673,-158.399185,13.033833,-29.517506,1.406968,245982.640625,905.308228,217.75499,-0.000155,0.000008,0,0,90.586266,11.273539,1.025891,-0.767532,-0.236733,0.4926,-1.260133,1.48927,0.904888,1.536036,329.953949,0.000034,0,0,0,92.703659,96.694443,88.631577,927.03656,3.154883,92.197372,membrane
97,255,255,255,255,255,104.710526,104.710526,104.710526,1.248061,0.853836,1.170335,0.991858,1.212061,1.007858,0.001078,-0.689203,-0.013093,-0.866409,0.042514,-1.182392,1.248655,0.720003,1.37681,-0.04572,1.146103,0.733991,1.144612,0.018104,1.207782,0.612428,1.223254,-0.177014,1.09159,0.618368,1.118725,-0.19092,0.001608,-0.739315,0.13798,-0.706618,-0.037614,-0.581659,0.066073,-0.551775,0.170952,-1.23394,0.343862,-0.595033,0.073541,-1.056309,0.227617,-0.317363,41.012192,325.924835,-186,-36180,206.429459,-392.429443,1.506861,6203616256,179316,96.72213,40.500736,304.251892,-174.021179,-31446.261719,192.335434,-366.356628,1.508286,4726277632,156068.40625,27.555555,0.22284,1.560511,-0.996484,10.221373,95.291222,37.311062,187.27507,-109.329926,-11680.99707,116.619919,-225.949844,1.506254,701368384,58677.023438,49.133785,-0.002378,-0.014685,0.001721,-0.007593,93.620422,33.758698,93.290314,-61.618256,-2577.751953,53.178421,-114.796677,1.436265,53564692,14107.816406,109.991379,-0.000674,0.000624,-0.000084,-0.000006,91.078674,24.734772,23.534658,-24.368561,-37.647644,7.10843,-31.476992,1.117901,442054.9375,744.417358,231.197906,-0.000129,0.000015,0,0,89.24794,11.161289,1.83165,0.620056,-1.764657,2.23916,-1.619104,1.280797,2.861645,7.443098,328.12207,0.000033,0,0,0,90.632164,95,86.368423,906.321655,2.495694,90.618423,membrane
99,255,255,255,255,255,104.710526,104.710526,104.710526,1.221967,0.984155,1.151237,1.022183,1.188223,1.001738,0.12571,-0.6202,0.14764,-0.804992,0.206985,-1.143526,1.216432,0.784368,1.280871,0.006133,1.110065,0.7699,1.041527,0.124151,1.216057,0.633114,1.173275,-0.006539,1.112115,0.713194,1.062266,-0.05438,0.151358,-0.660576,0.254118,-0.632498,0.080557,-0.566637,0.126669,-0.410742,0.136626,-1.188969,0.532045,-0.643767,0.084244,-1.002828,0.446237,-0.408324,37.656342,261.157043,-262,180,53.287819,-315.287811,-1.536236,4662575104,67924,98.476532,37.635403,242.744644,-238.282227,-1093.303711,55.718311,-294.000549,-1.545189,3472093184,61151.636719,22.395061,0.578394,-0.838869,3.377157,0.293157,95.661034,35.999374,150.925491,-125.032707,-3597.512451,60.005531,-185.038239,1.530065,469358400,30023.224609,49.950115,-0.010798,-0.034838,-0.008664,-0.023748,93.474449,31.52634,83.365425,-79.170837,-534.064026,25.238487,-104.409325,1.349204,52678192,8404.277344,95.134506,-0.001805,0.000769,-0.000075,-0.000023,90.008003,23.573656,28.612953,-33.676147,35.871506,5.417227,-39.093376,0.849199,1123419,990.596863,261.097321,-0.000099,0.00002,0,0,87.931465,10.870103,3.217842,2.204361,-3.598485,4.204853,-2.000492,1.252419,93.555031,19.253147,325.180603,0.000032,0,0,0,89.280556,93.833336,84.973686,892.805542,2.796723,89.697372,membrane
98,255,255,255,255,255,104.815788,104.815788,104.815788,1.138673,0.984706,1.195867,1.098095,1.223187,1.069432,0.237256,-0.216243,0.18023,-0.355697,0.174047,-0.817278,1.215082,0.870903,0.886657,-0.000851,1.121638,0.843352,0.702527,0.019783,1.344075,0.767073,0.91117,0.001717,1.246444,0.819305,0.854169,-0.007604,0.180577,-0.356112,0.569702,-0.361618,0.150562,-0.244268,0.456432,-0.333127,0.081536,-0.941519,0.512426,-0.511324,0.026466,-0.695248,0.463702,-0.408375,16.124516,134.432144,-80,-7188,92.574509,-172.574509,-1.276795,224972800,35152,98.000008,14.601256,130.916306,-83.166885,-6218.213867,84.491112,-167.65799,-1.292781,219880016,31789.585938,4,-0.647834,-0.006678,-3.702484,7.428892,97.946815,15.020374,109.307884,-88.972443,-2185.378662,46.776062,-135.748505,-1.426208,131863224,16657.609375,20.712019,0.003743,-0.034804,-0.002108,-0.017104,96.746178,21.006636,75.009888,-80.246918,331.883972,10.433599,-90.680519,1.396374,32919278,5112.032227,58.774391,0.002849,0.00085,-0.00008,-0.000017,92.565399,21.470325,39.455009,-50.931992,427.521362,-4.442412,-46.489578,1.001184,2293109.75,883.982178,260.475342,0.000055,0.00002,0.000001,0,88.342857,10.936762,4.552766,-1.354187,-10.041506,3.905474,-5.259661,1.399181,77.020256,41.999844,324.133453,0.000032,0,0,0,90.545609,92.888885,85.973686,905.456116,2.372814,91.592102,membrane
